time,S1_feed_flow_Lmin,S2_feed_cond_mScm,S3_temp_C,S4_inlet_press_bar,S7_water_flow_Lmin,S5_outlet_press_bar,S6_outlet_cond_mScm
2026-07-17 19:50:00,2.038643883443939,115.34566681461816,25.057387042888465,1.8478768222608881,2.4958674865135935,1.6153522366091004,70.2172559549085
2026-07-17 19:51:00,2.028041437334882,115.36043149772382,24.869241376555948,1.8720291562301479,2.479309940993644,1.5942734660613889,70.30949534130357
2026-07-17 19:52:00,1.9539087891840419,114.86802436023964,25.160475983946263,1.8279077437118925,2.491659311765722,1.577831326212255,72.3666974306061
2026-07-17 19:53:00,2.047063946058877,115.42766411135214,25.0034204902004,1.8200219611464865,2.484131648940623,1.6096376968106154,70.3913894881685
2026-07-17 19:54:00,2.064110197148825,114.82381353626909,24.992823704573524,1.882484977540246,2.502620621214438,1.6086911686894325,71.67787037221312
2026-07-17 19:55:00,2.0197920157575777,115.9944158990697,25.107981109700308,1.8192830616335567,2.49866888664424,1.6082902296029977,70.24128911254583
2026-07-17 19:56:00,2.027553354504042,114.75955424506591,24.975177071349414,1.8496309081020907,2.4735765698675234,1.593122555379728,69.85166707722038
2026-07-17 19:57:00,2.008007778262451,114.6941644510979,24.98297069603803,1.8613140267030417,2.4373103452029685,1.6145593758742194,71.99131444843998
2026-07-17 19:58:00,1.9731681150224436,114.70777735480894,24.924027832952902,1.8641373569860866,2.534432646360865,1.5814860128834793,72.11599429007077
2026-07-17 19:59:00,1.989706340795014,114.82387389472198,25.01298548752677,1.867807208085505,2.5204896113896145,1.594588495317691,71.2467166563223
2026-07-17 20:00:00,2.043103094896776,115.66508427000228,24.97875990506191,1.8603226967032929,2.503652821693104,1.5938504629710208,70.80473547507567
2026-07-17 20:01:00,1.9124159825413054,115.33018247812048,25.120340634520844,1.878043206907305,2.503144288048013,1.6208595851844556,70.97233546764313
2026-07-17 20:02:00,1.9659737690589825,115.13611145526626,24.876610011783377,1.864534660029486,2.474350676999092,1.5802717463892473,69.14927015305722
2026-07-17 20:03:00,2.012711242996341,115.29547613948596,25.109382413103187,1.8710115199440729,2.5114122913539587,1.5844650922560328,70.05751162858098
2026-07-17 20:04:00,2.0286797026798844,114.3751477126373,25.173829475373207,1.8136580549193526,2.4754364202782826,1.578124057949662,71.10767880897914
2026-07-17 20:05:00,1.9315413700973272,115.88028164610758,24.925526231093734,1.8678330067506363,2.4901538376531023,1.605636782881638,69.37979330116191
2026-07-17 20:06:00,1.986448224448551,114.96291495762677,25.06543679926269,1.8651527621646622,2.519937399443916,1.6104051447564784,71.65449500891502
2026-07-17 20:07:00,2.030953627740079,115.14701633749196,25.02105636268986,1.8372392821089036,2.4807125720698266,1.5718116598596894,71.59270705060649
2026-07-17 20:08:00,2.005379665657175,115.05132094889142,24.885329570902922,1.8555998216599792,2.5087049640504038,1.6121061480248084,72.37599165019476
2026-07-17 20:09:00,1.9386738611573537,115.09726851938672,24.843696004213,1.854318497890359,2.5035362888925787,1.6105205332684769,70.70295520772343
2026-07-17 20:10:00,1.9940041594290787,115.31307294774645,24.868054875597394,1.871659039034441,2.4575491268800063,1.6077856505926125,71.17626661296812
2026-07-17 20:11:00,2.0382628596524888,114.58808344952594,25.053869969877745,1.8594213135380897,2.464128180057907,1.599400258777255,70.14543139183317
2026-07-17 20:12:00,2.0523307857488664,114.41590075657734,24.93362778596349,1.8391173582771754,2.5020873974927347,1.605390229809691,70.09108995023071
2026-07-17 20:13:00,2.020725735223699,114.5242542607959,24.989063088351994,1.8367344658377558,2.4987540309230165,1.6105860980441609,70.89919048917761
2026-07-17 20:14:00,1.9728605898274838,115.4406191372451,25.023543891373592,1.831748892342146,2.54112314334001,1.560237563725068,71.19020028534746
2026-07-17 20:15:00,1.9374716653591717,115.57819752994524,25.101427611765132,1.8710270174333046,2.490947540112851,1.5967519730658966,72.24879974758738
2026-07-17 20:16:00,2.0033078833807827,115.00377378375093,25.17228049123021,1.8434188545931427,2.494459908326654,1.5756422653758244,70.72325388527034
2026-07-17 20:17:00,2.0787084334041386,114.90434544314182,25.10567822252867,1.8326752507786506,2.471866322252444,1.6091968858657606,71.37625008853676
2026-07-17 20:18:00,2.028053172068283,114.79939991248314,24.96556003955261,1.8738872736541654,2.491566942273228,1.5964700698106704,71.48278827119064
2026-07-17 20:19:00,2.0893630812385013,115.09967918202481,24.86059344645936,1.8853196161004604,2.5162175420919155,1.6137756444737814,71.20591396326425
2026-07-17 20:20:00,1.967620704925344,114.63058958001234,24.999513206215013,1.8385880336871872,2.518636269350195,1.6121666677863309,71.02960995984664
2026-07-17 20:21:00,1.9948892826806501,115.02679783603865,25.040021889883402,1.8602258978826058,2.4805232637365626,1.6292066603704822,72.21746764519531
2026-07-17 20:22:00,2.029595626548953,114.89174955791616,24.950898883707577,1.851358927040323,2.4878978691024063,1.591822983501045,71.024031060438
2026-07-17 20:23:00,1.9875403216222474,114.5838401350852,24.94776468043283,1.8383358720474943,2.512432590548919,1.61488467605361,72.15519543462587
2026-07-17 20:24:00,1.9564797933583116,115.63992686221098,25.07555299012141,1.8556359373702709,2.4968770342569777,1.5849226039190627,69.99052883401403
2026-07-17 20:25:00,2.0383049201006633,115.08006472349837,25.02261120178186,1.8394850793889839,2.506784522175634,1.613312920488382,70.84680278523301
2026-07-17 20:26:00,2.1007479307530685,114.84191498979762,25.125607723790477,1.8933145850599622,2.4869493181666433,1.5623664417405367,71.04539533097909
2026-07-17 20:27:00,1.9341109125280698,115.41621519312969,24.994990200674604,1.85851427785639,2.5603903409451183,1.5879691563331673,71.42239561705684
2026-07-17 20:28:00,2.0375908330123917,115.80390422228155,24.992715630915736,1.8427368602168634,2.4274471045206316,1.6078985828976693,70.6184916115785
2026-07-17 20:29:00,2.0531010619876335,114.62228731385238,25.12460353011365,1.8489840217809321,2.474179563540054,1.5771014695423105,72.36734211219544
2026-07-17 20:30:00,2.0672672928961933,114.95503719337863,25.15405080537803,1.8555002569742762,2.520338637871741,1.582062988829261,69.86090008839805
2026-07-17 20:31:00,1.873732589220874,115.00658285269051,25.01662524369897,1.8810448017390269,2.5233105476247606,1.6042683680379977,70.9398167274075
2026-07-17 20:32:00,2.0169749526841616,115.6458494613188,25.037641270453676,1.8611379645995254,2.507997052283444,1.601739036718102,71.11430935252676
2026-07-17 20:33:00,1.9762616562659876,115.77217962661472,24.89494034093323,1.8394885927300246,2.5209764128262244,1.592163072452813,71.09024942511947
2026-07-17 20:34:00,1.94858962247755,115.05267136709561,25.10911439236381,1.826751640820309,2.475811871688465,1.5834865191143452,70.98993629069362
2026-07-17 20:35:00,1.9610187060226598,115.73965474765863,24.98719258466482,1.838520381576646,2.4952375706980527,1.6171617224077433,70.32683874051745
2026-07-17 20:36:00,2.032906510297805,114.33999015944396,24.972371057910056,1.8323449713291526,2.499350576469676,1.6057250378113024,71.93156954479687
2026-07-17 20:37:00,1.9731933051865473,114.8986837020988,24.874319234655143,1.862329869673896,2.4763445653194305,1.6070071519171618,70.1066015246074
2026-07-17 20:38:00,1.9539987051571903,116.00444799605816,25.110498318989077,1.884293920708268,2.5121056374627906,1.613129014354164,70.17402443970806
2026-07-17 20:39:00,2.039572385378274,115.88948550273267,25.10824625278239,1.8440483988909528,2.5264986405395926,1.5676163877639235,70.89711819630253
2026-07-17 20:40:00,1.9724431157198115,115.16881408454005,25.191531314979777,1.8668750975956232,2.5319749551125468,1.6012237742283004,70.51097194631517
2026-07-17 20:41:00,2.0704287439686175,114.43972868195969,25.01212043767734,1.847548540398307,2.467337191307288,1.5636484905305301,69.75359537852265
2026-07-17 20:42:00,2.0424655549959287,114.87857096781126,25.07813717074349,1.8414282251749359,2.510387775600492,1.6258353382933084,71.00935019872017
2026-07-17 20:43:00,1.964307271066496,114.83801887930478,24.87727400475281,1.853361610104143,2.4916580695375545,1.5880212821492192,69.88350215450568
2026-07-17 20:44:00,2.049128620463725,116.1660241020063,25.156096206735338,1.8717172547872143,2.536544245510264,1.623150349552753,71.10796669481243
2026-07-17 20:45:00,1.9907590139063283,114.94722418873549,24.92455960363417,1.8447999539420201,2.431230176764526,1.5737067865592642,70.8378023560841
2026-07-17 20:46:00,2.012031381161681,113.5573254187655,24.967181789159905,1.8757760607950291,2.5435778349941227,1.6193292593349258,69.10784645468158
2026-07-17 20:47:00,2.012389127804355,115.09533826999446,24.999784916888732,1.8436834750164812,2.4560696101398283,1.6027578104163693,70.50127228498043
2026-07-17 20:48:00,2.0026521438395704,115.07885493464588,24.98411774808441,1.8654971122059645,2.472048546606516,1.5886846377610606,71.41218158050867
2026-07-17 20:49:00,1.9761891351274017,115.16555419622948,24.86840291691298,1.8102368490544016,2.485018348730492,1.582248570784035,71.6965845340828
2026-07-17 20:50:00,1.9740805317642445,114.81069788548155,24.994267494929364,1.8395584174960984,2.4938919518612415,1.5759700503871767,71.13457355620747
2026-07-17 20:51:00,2.0366109240362946,115.0081170772438,24.856701300580674,1.891375927043162,2.53334569535579,1.581052755788395,70.2885749457378
2026-07-17 20:52:00,2.0684772874974926,115.35013976598643,24.935110370315833,1.8398943472061189,2.468846754076833,1.6179271280570637,71.39398177193688
2026-07-17 20:53:00,1.9595510007082697,114.45666475830188,24.952914412812888,1.845918607040368,2.4859130888297476,1.6164006181025865,71.46284457570474
2026-07-17 20:54:00,2.0853938771704006,114.63745707134893,25.108768023679406,1.8174758400580946,2.4615496964806463,1.576127299131168,70.91031362480646
2026-07-17 20:55:00,2.011134406879798,116.29907010692538,25.039981874731662,1.834914413819655,2.4468073418191034,1.5977782396857674,69.51448657411484
2026-07-17 20:56:00,2.029590638602372,115.0592960588667,25.08261247517822,1.8356322655389283,2.471983650293193,1.61803834543311,70.38400398050734
2026-07-17 20:57:00,2.0318100014384863,115.38792311198102,25.063747964330457,1.7817228781859187,2.4747335362597584,1.6255578054381414,70.08952570113176
2026-07-17 20:58:00,2.037676164301224,114.90866150543633,25.036634341798646,1.856741728012594,2.4877173325425836,1.5891229997358058,71.51154405087179
2026-07-17 20:59:00,1.989780846979786,115.05254492582884,25.003383195279444,1.8524964552034757,2.5089951767616094,1.6055295193940327,72.76163976460653
2026-07-17 21:00:00,1.9041594220378444,115.37712714865634,25.024874631943884,1.843863353525701,2.5274969329674706,1.587680397665068,71.3002257450824
2026-07-17 21:01:00,1.9686900298665173,114.92991257101843,25.022745132778756,1.8470210978647263,2.546544231200733,1.6419884118603802,72.21732016582901
2026-07-17 21:02:00,2.0373843022672546,114.42555411536746,25.12076866150243,1.8554197277412277,2.448766632963647,1.5870397236226528,70.7720898084578
2026-07-17 21:03:00,2.0414666211840564,115.13503668342261,25.013997022772067,1.8408083423588486,2.531416775890586,1.6223102249624703,70.22798041751136
2026-07-17 21:04:00,2.0133791913513663,115.69297810831193,25.047832924307105,1.8575775726389259,2.569705723684687,1.5925955385227395,70.80692114968116
2026-07-17 21:05:00,2.0524280006680033,115.65220328249195,25.020747264751368,1.865355595516878,2.4740381729404577,1.5994397192395686,70.02703486233263
2026-07-17 21:06:00,1.964662190217916,114.76422575985913,25.030321372352,1.8711241312687013,2.5392072875000045,1.6084049160898883,70.71240591238809
2026-07-17 21:07:00,2.0660410396618905,115.56362849884498,25.08173361667293,1.8599017793142474,2.509698116542798,1.6436636410581085,70.84667975786208
2026-07-17 21:08:00,1.9831555883786225,115.58963544341053,24.902537734333954,1.848693436883702,2.537877786407371,1.586807146863661,70.92120525675449
2026-07-17 21:09:00,2.0014375841619425,115.09809375040555,25.00005822643518,1.8281336883273005,2.485265312801063,1.593437255596077,71.6104236511415
